trial,pathway,n_nodes,n_hidden_init,strategy,step,delta_uk,uk_current,oracle_top1
40,Arginine and Proline Metabolism,6,2,variance,2,-0.46646097940034537,3.1636124830408114,0
40,Arginine and Proline Metabolism,6,2,random,1,-0.5121859836085627,3.145473490933183,0
40,Arginine and Proline Metabolism,6,2,random,2,-0.018138992107628482,3.1636124830408114,0
40,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
40,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
40,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
40,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
40,Purine Metabolism,4,2,random,1,-0.7640027304308084,2.8452500634915787,0
40,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
40,Pyrimidine Metabolism,6,2,commutator,1,-0.42711830260607586,3.982727951491012,1
40,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
40,Pyrimidine Metabolism,6,2,variance,1,-0.45144740464577504,4.007057053530711,0
40,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
40,Pyrimidine Metabolism,6,2,random,1,-0.42711830260607586,3.982727951491012,1
40,Pyrimidine Metabolism,6,2,random,2,-0.3653850981483968,4.348113049639409,0
40,Tryptophan Metabolism,5,2,commutator,1,0.04224493450936384,2.276004574742529,1
40,Tryptophan Metabolism,5,2,commutator,2,-0.506807206290198,2.782811781032727,0
40,Tryptophan Metabolism,5,2,variance,1,0.04224493450936384,2.276004574742529,1
40,Tryptophan Metabolism,5,2,variance,2,-0.506807206290198,2.782811781032727,0
40,Tryptophan Metabolism,5,2,random,1,-0.44443936438311527,2.762688873635008,0
40,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
41,Arginine and Proline Metabolism,6,2,commutator,1,-0.5016859504173223,2.831056467299049,0
41,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
41,Arginine and Proline Metabolism,6,2,variance,1,-0.5016859504173223,2.831056467299049,0
41,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
41,Arginine and Proline Metabolism,6,2,random,1,-0.3677809867587394,2.697151503640466,1
41,Arginine and Proline Metabolism,6,2,random,2,-0.46646097940034537,3.1636124830408114,0
41,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
41,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
41,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
41,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
41,Purine Metabolism,4,2,random,1,-0.3171230275041661,2.0102702081160833,1
41,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
41,Pyrimidine Metabolism,6,2,commutator,1,-0.490372761063262,4.0859512424579645,0
41,Pyrimidine Metabolism,6,2,commutator,2,-0.2621618071814442,4.348113049639409,0
41,Pyrimidine Metabolism,6,2,variance,1,-0.490372761063262,4.0859512424579645,0
41,Pyrimidine Metabolism,6,2,variance,2,-0.2621618071814442,4.348113049639409,0
41,Pyrimidine Metabolism,6,2,random,1,-0.3104803233809541,3.9060588047756566,1
41,Pyrimidine Metabolism,6,2,random,2,-0.4420542448637521,4.348113049639409,0
41,Tryptophan Metabolism,5,2,commutator,1,-0.24775936417800182,2.0223308673994205,1
41,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
41,Tryptophan Metabolism,5,2,variance,1,-0.24775936417800182,2.0223308673994205,1
41,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
41,Tryptophan Metabolism,5,2,random,1,-0.24775936417800182,2.0223308673994205,1
41,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
42,Arginine and Proline Metabolism,6,2,commutator,1,-0.17147811424524217,2.670595356926951,1
42,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
42,Arginine and Proline Metabolism,6,2,variance,1,-0.17147811424524217,2.670595356926951,1
42,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
42,Arginine and Proline Metabolism,6,2,random,1,-0.17147811424524217,2.670595356926951,1
42,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
42,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
42,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
42,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
42,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
42,Purine Metabolism,4,2,random,1,-0.33570429592603324,2.4169516289868036,1
42,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
42,Pyrimidine Metabolism,6,2,commutator,1,-0.5287113667531358,4.008979501969556,0
42,Pyrimidine Metabolism,6,2,commutator,2,-0.33913354766985293,4.348113049639409,0
42,Pyrimidine Metabolism,6,2,variance,1,-0.5287113667531358,4.008979501969556,0
42,Pyrimidine Metabolism,6,2,variance,2,-0.33913354766985293,4.348113049639409,0
42,Pyrimidine Metabolism,6,2,random,1,-0.5287113667531358,4.008979501969556,0
42,Pyrimidine Metabolism,6,2,random,2,-0.33913354766985293,4.348113049639409,0
42,Tryptophan Metabolism,5,2,commutator,1,-0.24775936417800182,2.0223308673994205,1
42,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
42,Tryptophan Metabolism,5,2,variance,1,-0.24775936417800182,2.0223308673994205,1
42,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
42,Tryptophan Metabolism,5,2,random,1,-0.24775936417800182,2.0223308673994205,1
42,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
43,Arginine and Proline Metabolism,6,2,commutator,1,-0.14339744230222484,2.831056467299049,1
43,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
43,Arginine and Proline Metabolism,6,2,variance,1,-0.14339744230222484,2.831056467299049,1
43,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
43,Arginine and Proline Metabolism,6,2,random,1,-0.4036273290185459,3.09128635401537,0
43,Arginine and Proline Metabolism,6,2,random,2,-0.07232612902544133,3.1636124830408114,0
43,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
43,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
43,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
43,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
43,Purine Metabolism,4,2,random,1,-0.7640027304308084,2.8452500634915787,0
43,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
43,Pyrimidine Metabolism,6,2,commutator,1,-0.5227020010997623,4.007057053530711,0
43,Pyrimidine Metabolism,6,2,commutator,2,-0.34105599610869763,4.348113049639409,0
43,Pyrimidine Metabolism,6,2,variance,1,-0.5227020010997623,4.007057053530711,0
43,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
43,Pyrimidine Metabolism,6,2,random,1,-0.5227020010997623,4.007057053530711,0
43,Pyrimidine Metabolism,6,2,random,2,-0.34105599610869763,4.348113049639409,0
43,Tryptophan Metabolism,5,2,commutator,1,-0.06357034957137087,2.0223308673994205,1
43,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
43,Tryptophan Metabolism,5,2,variance,1,-0.06357034957137087,2.0223308673994205,1
43,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
43,Tryptophan Metabolism,5,2,random,1,-0.8039283558069585,2.762688873635008,0
43,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
44,Arginine and Proline Metabolism,6,2,commutator,1,-0.21529390215381916,2.697151503640466,1
44,Arginine and Proline Metabolism,6,2,commutator,2,-0.46646097940034537,3.1636124830408114,0
44,Arginine and Proline Metabolism,6,2,variance,1,-0.21529390215381916,2.697151503640466,1
44,Arginine and Proline Metabolism,6,2,variance,2,-0.46646097940034537,3.1636124830408114,0
44,Arginine and Proline Metabolism,6,2,random,1,-0.5849398042223974,3.0667974057090444,0
44,Arginine and Proline Metabolism,6,2,random,2,-0.09681507733176709,3.1636124830408114,0
44,Purine Metabolism,4,2,commutator,1,-0.8156261150597279,2.508773295671645,0
44,Purine Metabolism,4,2,commutator,2,-0.4339348295316334,2.9427081252032785,0
44,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
44,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
44,Purine Metabolism,4,2,random,1,-0.8156261150597279,2.508773295671645,0
44,Purine Metabolism,4,2,random,2,-0.4339348295316334,2.9427081252032785,0
44,Pyrimidine Metabolism,6,2,commutator,1,-0.5204072075212163,3.982727951491012,0
44,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
44,Pyrimidine Metabolism,6,2,variance,1,-0.5204072075212163,3.982727951491012,0
44,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
44,Pyrimidine Metabolism,6,2,random,1,-0.5204072075212163,3.982727951491012,0
44,Pyrimidine Metabolism,6,2,random,2,-0.3653850981483968,4.348113049639409,0
44,Tryptophan Metabolism,5,2,commutator,1,-0.03298366459219482,2.0223308673994205,1
44,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
44,Tryptophan Metabolism,5,2,variance,1,-0.03298366459219482,2.0223308673994205,1
44,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
44,Tryptophan Metabolism,5,2,random,1,-0.7944412234424494,2.783788426249675,0
44,Tryptophan Metabolism,5,2,random,2,0.0009766452169479578,2.782811781032727,0
45,Arginine and Proline Metabolism,6,2,commutator,1,-0.06386399631584583,2.697151503640466,1
45,Arginine and Proline Metabolism,6,2,commutator,2,-0.46646097940034537,3.1636124830408114,0
45,Arginine and Proline Metabolism,6,2,variance,1,-0.06386399631584583,2.697151503640466,1
45,Arginine and Proline Metabolism,6,2,variance,2,-0.46646097940034537,3.1636124830408114,0
45,Arginine and Proline Metabolism,6,2,random,1,-0.06386399631584583,2.697151503640466,1
45,Arginine and Proline Metabolism,6,2,random,2,-0.46646097940034537,3.1636124830408114,0
45,Purine Metabolism,4,2,commutator,1,-0.6957317078309244,2.8452500634915787,0
45,Purine Metabolism,4,2,commutator,2,-0.0974580617116998,2.9427081252032785,0
45,Purine Metabolism,4,2,variance,1,-0.3592549400109908,2.508773295671645,1
45,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
45,Purine Metabolism,4,2,random,1,-0.3592549400109908,2.508773295671645,1
45,Purine Metabolism,4,2,random,2,-0.4339348295316334,2.9427081252032785,0
45,Pyrimidine Metabolism,6,2,commutator,1,-0.5547309330138352,4.007057053530711,0
45,Pyrimidine Metabolism,6,2,commutator,2,-0.34105599610869763,4.348113049639409,0
45,Pyrimidine Metabolism,6,2,variance,1,-0.5547309330138352,4.007057053530711,0
45,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
45,Pyrimidine Metabolism,6,2,random,1,-0.45373268425878077,3.9060588047756566,1
45,Pyrimidine Metabolism,6,2,random,2,-0.4420542448637521,4.348113049639409,0
45,Tryptophan Metabolism,5,2,commutator,1,-0.03298366459219482,2.0223308673994205,1
45,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
45,Tryptophan Metabolism,5,2,variance,1,-0.03298366459219482,2.0223308673994205,1
45,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
45,Tryptophan Metabolism,5,2,random,1,-0.03298366459219482,2.0223308673994205,1
45,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
46,Arginine and Proline Metabolism,6,2,commutator,1,-0.24363452133241958,2.831056467299049,1
46,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
46,Arginine and Proline Metabolism,6,2,variance,1,-0.24363452133241958,2.831056467299049,1
46,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
46,Arginine and Proline Metabolism,6,2,random,1,-0.5580515449665535,3.145473490933183,0
46,Arginine and Proline Metabolism,6,2,random,2,-0.018138992107628482,3.1636124830408114,0
46,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
46,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
46,Purine Metabolism,4,2,variance,1,-0.3171230275041661,2.0102702081160833,1
46,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
46,Purine Metabolism,4,2,random,1,-0.7238044483748864,2.4169516289868036,0
46,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
46,Pyrimidine Metabolism,6,2,commutator,1,-0.4182529209082917,3.982727951491012,1
46,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
46,Pyrimidine Metabolism,6,2,variance,1,-0.4445044713868356,4.008979501969556,0
46,Pyrimidine Metabolism,6,2,variance,2,-0.33913354766985293,4.348113049639409,0
46,Pyrimidine Metabolism,6,2,random,1,-0.4445044713868356,4.008979501969556,0
46,Pyrimidine Metabolism,6,2,random,2,-0.33913354766985293,4.348113049639409,0
46,Tryptophan Metabolism,5,2,commutator,1,-0.06357034957137087,2.0223308673994205,1
46,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
46,Tryptophan Metabolism,5,2,variance,1,-0.06357034957137087,2.0223308673994205,1
46,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
46,Tryptophan Metabolism,5,2,random,1,-0.06357034957137087,2.0223308673994205,1
46,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
47,Arginine and Proline Metabolism,6,2,commutator,1,-0.24363452133241958,2.831056467299049,1
47,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
47,Arginine and Proline Metabolism,6,2,variance,1,-0.24363452133241958,2.831056467299049,1
47,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
47,Arginine and Proline Metabolism,6,2,random,1,-0.5580515449665535,3.145473490933183,0
47,Arginine and Proline Metabolism,6,2,random,2,-0.018138992107628482,3.1636124830408114,0
47,Purine Metabolism,4,2,commutator,1,-0.8156261150597279,2.508773295671645,0
47,Purine Metabolism,4,2,commutator,2,-0.4339348295316334,2.9427081252032785,0
47,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
47,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
47,Purine Metabolism,4,2,random,1,-0.7238044483748864,2.4169516289868036,1
47,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
47,Pyrimidine Metabolism,6,2,commutator,1,-0.5448967316378113,3.982727951491012,0
47,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
47,Pyrimidine Metabolism,6,2,variance,1,-0.5448967316378113,3.982727951491012,0
47,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
47,Pyrimidine Metabolism,6,2,random,1,-0.468227584922456,3.9060588047756566,1
47,Pyrimidine Metabolism,6,2,random,2,-0.4420542448637521,4.348113049639409,0
47,Tryptophan Metabolism,5,2,commutator,1,-0.42849036074684177,2.2269374491509737,0
47,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
47,Tryptophan Metabolism,5,2,variance,1,-0.42849036074684177,2.2269374491509737,0
47,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
47,Tryptophan Metabolism,5,2,random,1,-0.22388377899528855,2.0223308673994205,1
47,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
48,Arginine and Proline Metabolism,6,2,commutator,1,-0.24363452133241958,2.831056467299049,1
48,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
48,Arginine and Proline Metabolism,6,2,variance,1,-0.24363452133241958,2.831056467299049,1
48,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
48,Arginine and Proline Metabolism,6,2,random,1,-0.24363452133241958,2.831056467299049,1
48,Arginine and Proline Metabolism,6,2,random,2,-0.3325560157417624,3.1636124830408114,0
48,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
48,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
48,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
48,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
48,Purine Metabolism,4,2,random,1,-0.8156261150597279,2.508773295671645,0
48,Purine Metabolism,4,2,random,2,-0.4339348295316334,2.9427081252032785,0
48,Pyrimidine Metabolism,6,2,commutator,1,-0.3338421102554019,4.007057053530711,1
48,Pyrimidine Metabolism,6,2,commutator,2,-0.34105599610869763,4.348113049639409,0
48,Pyrimidine Metabolism,6,2,variance,1,-0.3338421102554019,4.007057053530711,1
48,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
48,Pyrimidine Metabolism,6,2,random,1,-0.3338421102554019,4.007057053530711,1
48,Pyrimidine Metabolism,6,2,random,2,-0.34105599610869763,4.348113049639409,0
48,Tryptophan Metabolism,5,2,commutator,1,0.04224493450936384,2.276004574742529,1
48,Tryptophan Metabolism,5,2,commutator,2,-0.506807206290198,2.782811781032727,0
48,Tryptophan Metabolism,5,2,variance,1,0.04224493450936384,2.276004574742529,1
48,Tryptophan Metabolism,5,2,variance,2,-0.506807206290198,2.782811781032727,0
48,Tryptophan Metabolism,5,2,random,1,-0.44443936438311527,2.762688873635008,0
48,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
49,Arginine and Proline Metabolism,6,2,commutator,1,-0.17605319068781577,2.670595356926951,1
49,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
49,Arginine and Proline Metabolism,6,2,variance,1,-0.17605319068781577,2.670595356926951,1
49,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
49,Arginine and Proline Metabolism,6,2,random,1,-0.572255239469909,3.0667974057090444,0
49,Arginine and Proline Metabolism,6,2,random,2,-0.09681507733176709,3.1636124830408114,0
49,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
49,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
49,Purine Metabolism,4,2,variance,1,-0.3171230275041661,2.0102702081160833,1
49,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
49,Purine Metabolism,4,2,random,1,-0.7238044483748864,2.4169516289868036,0
49,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
49,Pyrimidine Metabolism,6,2,commutator,1,-0.5204072075212163,3.982727951491012,0
49,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
49,Pyrimidine Metabolism,6,2,variance,1,-0.5204072075212163,3.982727951491012,0
49,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
49,Pyrimidine Metabolism,6,2,random,1,-0.4730318527410571,3.9353525967108527,1
49,Pyrimidine Metabolism,6,2,random,2,-0.412760452928556,4.348113049639409,0
49,Tryptophan Metabolism,5,2,commutator,1,-0.03298366459219482,2.0223308673994205,1
49,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
49,Tryptophan Metabolism,5,2,variance,1,-0.03298366459219482,2.0223308673994205,1
49,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
49,Tryptophan Metabolism,5,2,random,1,-0.03298366459219482,2.0223308673994205,1
49,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
